非洲	Африка
1826年	1826 год
1661年	1661 год
1740年	1740 год
1827年	1827 год
18世紀	XVIII век
17世紀	XVII век
16世紀	XVI век
15世紀	XV век
14世紀	XIV век
13世紀	XIII век
12世紀	XII век
11世紀	XI век
享樂主義	Гедонизм
李白	Ли Бо
圖書館	Библиотека
唯物主義	Материализм
玻爾	Бор, Нильс
意識	Сознание (психология)
生物技術	Биотехнология
秦	Цинь (династия)
北大西洋公約組織	Организация Североатлантического договора
居里夫人	Склодовская-Кюри, Мария
諾貝爾獎	Нобелевская премия
秦始皇	Цинь Шихуанди
中東	Средний Восток
伊麗莎白一世	Елизавета I
漢	Хань (династия)
劉徹	У-ди
聖女貞德	Жанна д’Арк
所霍利茲	Софокл
托爾斯泰	Толстой, Лев Николаевич
圖靈	Тьюринг, Алан
馬克思主義	Марксизм
凍嘴	Поцелуй
元	Юань (династия)
伊戈·式査溫斯基	Стравинский, Игорь Фёдорович
朱澤魄·渥帝	Верди, Джузеппе
拿可·卡帖	Картье, Жак
哥倫布	Колумб, Христофор
庫克船長	Кук, Джеймс
伊本·巴杜他	Ибн Баттута
鄭和	Чжэн Хэ
大堡礁	Большой Барьерный риф
巴拿馬運河	Панамский канал
晉	Цзинь (265—420)
南冰洋	Южный океан
耳刀	Ухо
鼻公	Нос
眼睛	Глаз
羊	Овца
象	Слон
隋	Суй
宋	Империя Сун
忽必烈	Хубилай
娘	Мать
雪	Снег
爺	Отец
細伢子	Ребёнок
1828年	1828 год
1829年	1829 год
1741年	1741 год
1662年	1662 год
1742年	1742 год
1830年	1830 год
1663年	1663 год
1831年	1831 год
1743年	1743 год
1664年	1664 год
1665年	1665 год
1744年	1744 год
1832年	1832 год
1666年	1666 год
1745年	1745 год
1833年	1833 год
1667年	1667 год
1746年	1746 год
運輸	Транспорт
1834年	1834 год
1668年	1668 год
1747年	1747 год
1835年	1835 год
1748年	1748 год
1836年	1836 год
1669年	1669 год
歐拉	Эйлер, Леонард
1670年	1670 год
1749年	1749 год
1837年	1837 год
1671年	1671 год
1750年	1750 год
1838年	1838 год
1672年	1672 год
1751年	1751 год
1839年	1839 год
1673年	1673 год
1752年	1752 год
1840年	1840 год
1674年	1674 год
1753年	1753 год
1841年	1841 год
1754年	1754 год
1675年	1675 год
1842年	1842 год
1755年	1755 год
1676年	1676 год
1843年	1843 год
1677年	1677 год
1756年	1756 год
1844年	1844 год
1678年	1678 год
1757年	1757 год
1845年	1845 год
1679年	1679 год
1758年	1758 год
1846年	1846 год
1680年	1680 год
1759年	1759 год
1847年	1847 год
1681年	1681 год
1760年	1760 год
1848年	1848 год
1682年	1682 год
1761年	1761 год
1849年	1849 год
1683年	1683 год
1762年	1762 год
1850年	1850 год
1684年	1684 год
1763年	1763 год
1851年	1851 год
1764年	1764 год
1685年	1685 год
1852年	1852 год
1686年	1686 год
1765年	1765 год
1853年	1853 год
1687年	1687 год
1766年	1766 год
1854年	1854 год
1688年	1688 год
1767年	1767 год
1855年	1855 год
1689年	1689 год
1768年	1768 год
1856年	1856 год
1690年	1690 год
1769年	1769 год
1857年	1857 год
1691年	1691 год
1770年	1770 год
1858年	1858 год
1692年	1692 год
1771年	1771 год
1859年	1859 год
1693年	1693 год
1772年	1772 год
1860年	1860 год
1773年	1773 год
1861年	1861 год
1694年	1694 год
1695年	1695 год
1774年	1774 год
1862年	1862 год
1696年	1696 год
1775年	1775 год
1863年	1863 год
1697年	1697 год
1776年	1776 год
1864年	1864 год
1698年	1698 год
1865年	1865 год
1777年	1777 год
1699年	1699 год
1866年	1866 год
1778年	1778 год
1779年	1779 год
1867年	1867 год
1780年	1780 год
1868年	1868 год
1781年	1781 год
1869年	1869 год
紐約地鐵	Нью-Йоркский метрополитен
俄語	Русский язык
1782年	1782 год
1870年	1870 год
1783年	1783 год
1871年	1871 год
弗拉基米尔·弗拉基米罗维奇·普京	Путин, Владимир Владимирович
1784年	1784 год
1872年	1872 год
數學分析	Анализ (раздел математики)
1785年	1785 год
1873年	1873 год
1786年	1786 год
1874年	1874 год
1787年	1787 год
1875年	1875 год
1788年	1788 год
1876年	1876 год
1789年	1789 год
1877年	1877 год
1790年	1790 год
1878年	1878 год
1879年	1879 год
1791年	1791 год
歐洲嗰歷史	История Европы
麵包	Хлеб
1792年	1792 год
1880年	1880 год
1793年	1793 год
1881年	1881 год
1794年	1794 год
1882年	1882 год
1795年	1795 год
1883年	1883 год
1796年	1796 год
1884年	1884 год
1797年	1797 год
1885年	1885 год
1886年	1886 год
1798年	1798 год
1887年	1887 год
1799年	1799 год
1888年	1888 год
1889年	1889 год
1890年	1890 год
1891年	1891 год
1892年	1892 год
1893年	1893 год
1894年	1894 год
1895年	1895 год
1896年	1896 год
1897年	1897 год
1898年	1898 год
漢語	Китайский язык
1899年	1899 год
白開水	Питьевая вода
雨	Дождь
地震	Землетрясение
真理	Истина
伊本·西那	Ибн Сина
邱吉爾	Черчилль, Уинстон
馬丁·路德·金	Кинг, Мартин Лютер
10世紀	X век
水澇	Наводнение
海嘯	Цунами
火山	Вулкан
邏輯學	Логика
9世紀	IX век
三角學	Тригонометрия
8世紀	VIII век
幾何學	Геометрия
7世紀	VII век
6世紀	VI век
文法	Грамматика
5世紀	V век
4世紀	IV век
3世紀	III век
2世紀	II век
1世紀	I век
經濟學	Экономика (наука)
詞	Слово
阿拉伯字母	Арабское письмо
字	Китайское письмо
西里爾字母	Кириллица
朝鮮字母	Хангыль
拉丁字母	Латинский алфавит
文學	Литература
分類:法國	Категория:Франция
分類:音樂	Категория:Музыка
分類:文學	Категория:Литература
長篇小說	Роман
分類:詩	Категория:Поэзия
漫畫	Манга
爵士樂	Джаз
亞歷山大大帝	Александр Македонский
居魯士大帝	Кир II Великий
文明	Цивилизация
家庭	Семья
男人	Мужчина
婚姻	Брачный союз
蘇萊曼一世	Сулейман I
咖啡	Кофе
奶	Молоко
山	Гора
沙漠	Пустыня
孫中山	Сунь Ятсен
西曼·卜利滑	Боливар, Симон
香港	Гонконг
邁阿密 (佛羅裡達州)	Майами
冷戰	Холодная война
首爾	Сеул
上海	Шанхай
明治維新	Реставрация Мэйдзи
清	Империя Цин
阿基米德	Архимед
愛迪生	Эдисон, Томас Алва
歐几里得	Евклид
暗號學	Криптография
瑞典語	Шведский язык
尼哥拉·特斯拉	Тесла, Никола
哈嗱嗞咪	Аль-Хорезми
臘尼茲	Лейбниц, Готфрид Вильгельм
馬克思	Маркс, Карл
摩西	Моисей
知識	Знание
印度教	Индуизм
麦斯韦	Максвелл, Джеймс Клерк
門捷列夫	Менделеев, Дмитрий Иванович
光	Свет
希臘語	Греческий язык
電郵	Электронная почта
波斯語	Персидский язык
宗教	Религия
朝鮮話	Корейский язык
阿卜拿咸	Авраам
笛卡兒	Декарт, Рене
普通話	Севернокитайский язык
聖·保羅	Апостол Павел
自由女神像	Статуя Свободы
弗洛伊德	Фрейд, Зигмунд
希伯來語	Иврит
伊本·客敦	Ибн Хальдун
康德	Кант, Иммануил
老子	Лао-цзы
約翰·洛	Локк, Джон
尼采	Ницше, Фридрих
韋伯	Вебер, Макс
朱熹	Чжу Си
忍者	Ниндзя
感情	Эмоция
思想	Мышление (психология)
大洋	Океан
托馬·阿奎那	Фома Аквинский
釋迦牟尼	Будда Шакьямуни
穆罕默德	Мухаммед
倫理學	Этика
知識論	Эпистемология
自由意志	Свобода воли
機率	Вероятность
馬丁·路德	Лютер, Мартин
儒家	Конфуцианство
道教	Даосизм
孟加拉語	Бенгальский язык
舌頭	Язык (анатомия)
A	A (латиница)
唐	Тан (династия)
戴安娜王妃	Диана, принцесса Уэльская
B	B (латиница)
古典音樂	Классическая музыка
G	G (латиница)
U	U (латиница)
Z	Z (латиница)
F	F (латиница)
J	J (латиница)
字母	Алфавит
拼音字	Буква
T	T (латиница)
C	C (латиница)
R	R (латиница)
D	D (латиница)
I	I (латиница)
明	Империя Мин
E	E (латиница)
H	H (латиница)
K	K (латиница)
L	L (латиница)
M	M (латиница)
N	N (латиница)
O	O (латиница)
P	P (латиница)
Q	Q (латиница)
S	S (латиница)
V	V (латиница)
W	W (латиница)
X	X (латиница)
Y	Y (латиница)
畢達哥拉斯	Пифагор
1100年	1100 год
金正日	Ким Чен Ир
元素週期表	Периодическая система химических элементов
豬	Кабаны
九一一事件	Террористические акты 11 сентября 2001 года
樹	Дерево
奶酪	Сыр
肉	Мясо
土豆	Картофель
菜	Овощи
黃豆	Соя
機械人	Робот
技術	Технология
工學	Инженерное дело
報	Газета
印刷	Книгопечатание
電話	Телефон
梵語	Санскрит
老人痴呆症	Болезнь Альцгеймера
對數	Логарифм
算術	Арифметика
座標	Система координат
微分方程	Дифференциальное уравнение
百分率	Процент
Windows XP	Windows XP
分類:巴西	Категория:Бразилия
方程	Уравнение
函數	Функция (математика)
角	Угол
搖滾樂	Рок-музыка
嘻哈音樂	Хип-хоп (музыкальный жанр)
力	Сила
玩具	Игра
圍棋	Го
賭博	Азартная игра
質量	Масса
電影	Фильм
金屬	Металлы
腳踏車	Велосипед
船	Судно
半導體	Полупроводник
衣裳	Одежда
聲氣	Звук
冶金學	Металлургия
紙	Бумага
塑料	Пластмассы
面積	Площадь
數學證明	Математическое доказательство
數	Число
複數	Комплексное число
公斤	Килограмм
米	Метр
秒	Секунда
粟米	Кукуруза сахарная
公升	Литр
畫畫	Живопись
拍相	Фотография
雕刻	Скульптура
表演	Театр
舞蹈	Танец
