Afrika	Африка
Urraca Kastilha (Rouanez Portugal)	Уррака (королева Португалии)
Joseba Sarrionandia	Саррионандиа, Хосеба
Maria del Mar Bonet	Мария дель Мар Бонет-и-Вердагер
Glazenn fri aour	Золотистый спар
-484	484 год до н. э.
Marie NDiaye	Ндьяй, Мари
T-80	Т-80
Portuguesa	Португеза
Bezhin	Морские водоросли
Bia (doueez)	Бия (мифология)
Eskern ar palv	Пястные кости
Osroene	Осроена
Anne Hathaway (Shakespeare)	Хатауэй, Энн (жена Шекспира)
Lom	Лом (город, Болгария)
Kob	Коб
Oriks Arabia	Аравийский орикс
Chabistr	Капитель (значения)
Chaux	Шо
Seinen	Сэйнэн
Maria Teresa de Bragança, arc'hdugez Aostria	Мария Тереза, инфанта Португалии
Marie Françoise Élisabeth de Savoie	Мария-Франциска Савойская
Montfermeil	Монфермей
Bondy	Бонди (город)
Zelandeg	Зеландский диалект
Karin Boye	Бойе, Карин
Bloavezhioù 490	490-е годы
Eleonora Maddalena Gonzaga-Nevers	Элеонора Гонзага (1630—1686)
Elisabeth von Österreich (1526-1545)	Елизавета Австрийская (1526—1545)
Narasimha	Нарасимха
La Bayamesa	Гимн Кубы
Borgia	Борджиа
Kensonenn diweuz dre serriñ divouezh	Глухой губно-губной взрывной согласный
Monterrey	Монтеррей (значения)
Askorn staon	Нёбная кость
Maria Beatrice d'Este	Мария Беатриче д’Эсте
Rakig korr	Погоныш-крошка
Sint-Gillis (Brusel)	Сен-Жиль
Kerstin Ekman	Экман, Черстин
Maria Anna von Sachsen (1728–1797)	Мария Анна Саксонская (курфюрстина Баварии)
Bertha Torino (1051-1087)	Берта Савойская
Kunigunde Aostria	Кунигунда Австрийская
Eleonora di Toledo	Элеонора Толедская
Maria Anna von Sachsen (1799–1832)	Мария Анна Саксонская (великая герцогиня Тосканы)
Rosalba Carriera	Каррьера, Розальба
Amalie von Hessen-Darmstadt	Амалия Гессен-Дармштадтская
Leonor Kastilha (rouanez Navarra)	Элеонора Кастильская (королева Наварры)
Katelin Aostria (1533–1572)	Екатерина Австрийская (1533—1572)
Wilhelmine Prusia (1709–1758)	Вильгельмина Прусская
Luisa Carlotta an Div Sikilia	Луиза Карлота Бурбон-Сицилийская
Anna Sophie Reventlow	Ревентлов, Анна София
Leonor Teles de Meneses	Теллеш де Менезеш, Леонора
Bathilde	Батильда
Amalie von Preußen	Амалия Прусская
Sophie Gengembre Anderson	Жанжамбр Андерсон, Софи
Elisabeth Amalie von Hessen-Darmstadt	Елизавета Амалия Гессен-Дармштадтская
Anita Björk	Бьёрк, Анита
River	Ривер
Feldkirch	Фельдкирх (значения)
Isabella Bro-Saoz	Изабелла Английская
Alesant II (Bro-Skos)	Александр II (король Шотландии)
Reading (Pennsylvania)	Рединг (Пенсильвания)
Galla Placidia	Галла Плацидия
Beatrice Cenci	Ченчи, Беатриче
Juana de Ibarbourou	Ибарбуру, Хуана де
Eleonora Gonzaga (1598-1655)	Элеонора Гонзага (1598—1655)
Douglas Hyde	Хайд, Дуглас
Teresa de León (kontez Portugal)	Тереза Леонская
Friederike von Mecklenburg-Strelitz	Фридерика Мекленбург-Стрелицкая
Bos (genad)	Настоящие быки
Carol Ann Duffy	Даффи, Кэрол Энн
Lur Burundi	Бурундийский франк
49er	49er
Citlaltépetl	Орисаба (вулкан)
Rouaned Aragon	Список правителей Арагона
Tennessee (disheñvelout)	Теннесси (значения)
Azincourt	Азенкур
Lezennouriezh (prederouriezh sinaat)	Легизм
Pont-Aven	Понт-Авен
Augusta Hannover	Августа Великобританская
Maria Pia Savoia (rouanez Portugal)	Мария Пиа Савойская
Proviñs Chimborazo	Чимборасо (провинция)
Alfonsina Storni	Сторни, Альфонсина
Savanna Samson	Саванна Сэмсон
National Portrait Gallery	Национальная портретная галерея (Лондон)
Meta (Colombia)	Мета (департамент)
Guainía (Colombia)	Гуайния
Historia Regum Britanniae	История королей Британии
Xu Yuhua	Сюй Юйхуа
Barbuda	Барбуда
Antilopenn Bates	Антилопа-крошка
Antoaneta Stefanova	Стефанова, Антоанета
Anna Maria von Sachsen	Анна Мария Саксонская
Stefan VI	Стефан VI (VII)
Franseza-Zavier Kabrini	Кабрини, Франциска Ксаверия
Nyala	Ньяла
Sepultura	Sepultura
Croix (Norzh)	Круа (Нор)
Saint-Brice	Сен-Брис
Öland	Эланд
Fulup III Bourgogn	Филипп III Добрый
Antilopenn zu	Чёрная антилопа
Pig-spern tal du	Чернолобый сорокопут
Laura Antonelli	Антонелли, Лаура
Nakuru	Накуру
Delmira Agustini	Агустини, Дельмира
Fay Weldon	Уэлдон, Фэй
Lady Gregory	Грегори, Изабелла Огаста
International Board on Books for Young People	Международный совет по детской и юношеской литературе
Cambes-en-Plaine	Камб-ан-Плен
Wheeling	Уилинг
Nana Dzagnidze	Дзагнидзе, Нана
Columbus (Georgia)	Колумбус (Джорджия)
Marie-France Pisier	Пизье, Мари-Франс
Perroz-Gireg	Перрос-Гирек
Mirafra	Кустарниковые жаворонки
Christiane Eberhardine von Brandenburg-Bayreuth	Кристиана Эбергардина Бранденбург-Байрейтская
Mérida	Мерида
Kaerell Indonezia	Яванский колонок
Douarnenez	Дуарнене
Theodore Sturgeon	Старджон, Теодор
Lambal	Ламбаль
Salzburg (disheñvelout)	Зальцбург (значения)
María Victoria dal Pozzo	Мария Виттория Даль Поццо
Dixie Carter	Картер, Дикси
Y (Somme)	И (Сомма)
Roll ar stered brasañ hervez o ment	Список крупнейших звёзд
Paliked (sport)	Ракетка
Listennad ar 500 pladenn wellañ bet embannet	500 величайших альбомов всех времён по версии журнала Rolling Stone
Noor Jordania	Нур аль-Хусейн
Bloavezhioù 500	500-е годы
Eaubonne	Обонн
Mosquito	Mosquito (значения)
Robert Charles Wilson	Уилсон, Роберт Чарльз
Hénin-Beaumont	Энен-Бомон
Campo Grande (disheñvelout)	Кампу-Гранди (значения)
Misterioù ar Grennamzer	Мистерия
Joan Rivers	Риверз, Джоан
Elena Anaya	Анайя, Елена
Albatroz Amsterdam	Амстердамский альбатрос
Marigny	Мариньи
Villepinte (Seine-Saint-Denis)	Вильпент (Сен-Сен-Дени)
Gedinne	Жедин
Galateia	Галатея (нереида)
Atol das Rocas	Рокас
Emgann Friedland	Битва под Фридландом
Fastrada	Фастрада
-507	507 год до н. э.
Luise von Baden (1811–1854)	Луиза Амелия Баденская
Rachel Bluwstein	Блувштейн, Рахель
Tracey Emin	Эмин, Трейси
Magdalena Sibylle von Sachsen	Магдалена Сибилла Саксонская
Wilhelmine Ernestine Danmark	Вильгельмина Эрнестина Датская
Stephanie von Hohenzollern	Стефания Гогенцоллерн-Зигмаринген
Luisa de Guzmán	Луиза де Гусман
Sofonisba	Софонисба
Post-ar-vezh	Позорный столб (наказание)
Janet Frame	Фрейм, Дженет
Holland (disheñvelout)	Holland
Martine Carol	Мартин Кароль
Agnès de Courtenay	Куртене, Агнес де
-508	508 год до н. э.
Friederike Charlotte von Preußen	Фридерика Прусская
Provañseg	Провансальский диалект
Leonor Aragon (rouanez Portugal)	Элеонора Арагонская (королева Португалии)
Orhan Pamuk	Памук, Орхан
Anna Amalia von Braunschweig-Wolfenbüttel	Анна Амалия Брауншвейгская
Sophie Wilhelmine von Schleswig-Holstein-Gottorf	София Шведская
Sivet Afrika	Африканская цивета
Anna Mouzytchouk	Музычук, Анна Олеговна
Andy Schleck	Шлек, Анди
Sidan gouzoug ruz	Краснозобый конёк
Heskenneg kabellek	Хохлатый крохаль
Inizi Pêr ha Paol	Сан-Педру-и-Сан-Паулу
Piklost penn gwenn	Савка
Jean Hermann	Герман, Иоганн
Rollandia	Ролландии
Trindade e Martim Vaz	Триндади и Мартин-Вас
Flouperig jave ruz	Малая мухоловка
Strix	Неясыти
Gonzaga	Гонзага (значения)
Norðurland eystra	Нордюрланд-Эйстра
Bloavezhioù 50 kt JK	50-е годы до н. э.
Bret Easton Ellis	Эллис, Брет Истон
Alis Breizh	Аликс де Туар
Noah Webster	Уэбстер, Ноа
Rosa Bonheur	Бонёр, Роза
Bloavezhioù 510	510-е годы
Stêrwennel eskell gwenn	Белокрылая болотная крачка
Kush	Куш (царство)
Bracciano	Браччано
Huntington (West Virginia)	Хантингтон (Западная Виргиния)
Bilzen	Билзен
Jette	Жет
Raoul Salan	Салан, Рауль
Tom Conti	Конти, Том
Aietes	Ээт
Houmous	Хумус
Diam's	Diam’s
Tamil Eelam	Тамил-Илам
Catherine Labouré	Лабуре, Екатерина
Truganini	Труганини
Cinn Tìre	Кинтайр
Dino Buzzati	Буццати, Дино
Krokodil Kuba	Кубинский крокодил
-515	515 год до н. э.
Barbara Zápolya	Барбара Запольяи
Carolina di Borbone-Parma	Каролина Пармская
Peisistratos	Писистрат
Henriette Alexandrine von Nassau-Weilburg	Генриетта Александрина Нассау-Вейльбургская
Moana Pozzi	Поцци, Моана
Hekataios	Гекатей Милетский
Eirini Hellaz	Ирина Греческая
51 Pegasi b	51 Пегаса b
Aias Oileos	Аякс Малый
Claude de France (1547-1575)	Клод Валуа
Flammeg bihan	Малый фламинго
Sint-Pieters-Woluwe	Волюве-Сен-Пьер
Merienaer godellek	Сумчатый муравьед
Bloavezhioù 520	520-е годы
Shy'm	Шайм
Lucasfilm	Lucasfilm
Gavial Malaysia	Гавиаловый крокодил
Tremblay-en-France	Трамбле-ан-Франс
Rouzegan-dour	Вертлявая камышовка
Bertrada Montfort	Бертрада де Монфор
Gavr-erc'h	Снежная коза
Eko-saverezh	Зелёное строительство
-525	525 год до н. э.
Emgann Caporetto	Битва при Капоретто
Oreadezed	Ореады
Genzano di Roma	Дженцано-ди-Рома
Maria Karoline Ferdinande Theresia Josephine Demetria Habsburg-Loren	Мария Каролина Австрийская (1801—1832)
WinRAR	WinRAR
Kensonenn diweuz dre serriñ mouezhiet	Звонкий губно-губной взрывной согласный
Santual Yasukuni	Ясукуни
Lotar (roue Frankia ar C'hornôg)	Лотарь (король Франции)
Amfion	Амфион
Campus Martius	Марсово поле (Рим)
Houad mut	Мускусная утка
Liane de Pougy	Пужи, Лиана де
Bloavezhioù 530	530-е годы
Meuse	Мёз
Naperville (Illinois)	Нейпервилл (Иллинойс)
Belmonte	Белмонти
Roll Kumunioù Pas-de-Calais	Коммуны департамента Па-де-Кале
